latency_ns,cdf
2.08e+06,0.494141
2.08e+06,0.494629
2.08e+06,0.495117
2.08e+06,0.495605
2.08e+06,0.496094
2.08e+06,0.496582
2.08e+06,0.49707
2.08e+06,0.497559
2.08e+06,0.498047
2.08e+06,0.498535
2.08e+06,0.499023
2.08e+06,0.499512
2.08e+06,0.5
2.08e+06,0.500488
2.08e+06,0.500977
2.08e+06,0.501465
2.08e+06,0.501953
2.08e+06,0.502441
2.08e+06,0.50293
2.08e+06,0.503418
2.08e+06,0.503906
2.08e+06,0.504395
2.08e+06,0.504883
2.08e+06,0.505371
2.08e+06,0.505859
2.08e+06,0.506348
2.08e+06,0.506836
2.08e+06,0.507324
2.08e+06,0.507812
2.08e+06,0.508301
2.08e+06,0.508789
2.08e+06,0.509277
2.08e+06,0.509766
2.08e+06,0.510254
2.08e+06,0.510742
2.08e+06,0.51123
2.08e+06,0.511719
2.08e+06,0.512207
2.08e+06,0.512695
2.08e+06,0.513184
2.08e+06,0.513672
2.08e+06,0.51416
2.08e+06,0.514648
2.08e+06,0.515137
2.08e+06,0.515625
2.08e+06,0.516113
2.08e+06,0.516602
2.08e+06,0.51709
2.08e+06,0.517578
2.08e+06,0.518066
2.08e+06,0.518555
2.08e+06,0.519043
2.08e+06,0.519531
2.08e+06,0.52002
2.08e+06,0.520508
2.08e+06,0.520996
2.08e+06,0.521484
2.08e+06,0.521973
2.08e+06,0.522461
2.08e+06,0.522949
2.08e+06,0.523438
2.08e+06,0.523926
2.08e+06,0.524414
2.08e+06,0.524902
2.08e+06,0.525391
2.08e+06,0.525879
2.08e+06,0.526367
2.08e+06,0.526855
2.08e+06,0.527344
2.08e+06,0.527832
2.08e+06,0.52832
2.08e+06,0.528809
2.08e+06,0.529297
2.08e+06,0.529785
2.08e+06,0.530273
2.08e+06,0.530762
2.08e+06,0.53125
2.08e+06,0.531738
2.08e+06,0.532227
2.08e+06,0.532715
2.08e+06,0.533203
2.08e+06,0.533691
2.08e+06,0.53418
2.08e+06,0.534668
2.08e+06,0.535156
2.08e+06,0.535645
2.08e+06,0.536133
2.08e+06,0.536621
2.08e+06,0.537109
2.08e+06,0.537598
2.08e+06,0.538086
2.08e+06,0.538574
2.08e+06,0.539062
2.08e+06,0.539551
2.08e+06,0.540039
2.08e+06,0.540527
2.08e+06,0.541016
2.08e+06,0.541504
2.08e+06,0.541992
2.08e+06,0.54248
2.08e+06,0.542969
2.08e+06,0.543457
2.08e+06,0.543945
2.08e+06,0.544434
2.08e+06,0.544922
2.08e+06,0.54541
2.08e+06,0.545898
2.08e+06,0.546387
2.08e+06,0.546875
2.08e+06,0.547363
2.08e+06,0.547852
2.08e+06,0.54834
2.08e+06,0.548828
2.08e+06,0.549316
2.08e+06,0.549805
2.08e+06,0.550293
2.08e+06,0.550781
2.08e+06,0.55127
2.08e+06,0.551758
2.08e+06,0.552246
2.08e+06,0.552734
2.08e+06,0.553223
2.08e+06,0.553711
2.08e+06,0.554199
2.08e+06,0.554688
2.08e+06,0.555176
2.08e+06,0.555664
2.08e+06,0.556152
2.08e+06,0.556641
2.08e+06,0.557129
2.08e+06,0.557617
2.08e+06,0.558105
2.08e+06,0.558594
2.08e+06,0.559082
2.08e+06,0.55957
2.08e+06,0.560059
2.08e+06,0.560547
2.08e+06,0.561035
2.08e+06,0.561523
2.08e+06,0.562012
2.08e+06,0.5625
2.08e+06,0.562988
2.08e+06,0.563477
2.08e+06,0.563965
2.08e+06,0.564453
2.08e+06,0.564941
2.08e+06,0.56543
2.08e+06,0.565918
2.08e+06,0.566406
2.08e+06,0.566895
2.08e+06,0.567383
2.08e+06,0.567871
2.08e+06,0.568359
2.08e+06,0.568848
2.08e+06,0.569336
2.08e+06,0.569824
2.08e+06,0.570312
2.08e+06,0.570801
2.08e+06,0.571289
2.08e+06,0.571777
2.08e+06,0.572266
2.08e+06,0.572754
2.08e+06,0.573242
2.08e+06,0.57373
2.08e+06,0.574219
2.08e+06,0.574707
2.08e+06,0.575195
2.08e+06,0.575684
2.08e+06,0.576172
2.08e+06,0.57666
2.08e+06,0.577148
2.08e+06,0.577637
2.08e+06,0.578125
2.08e+06,0.578613
2.08e+06,0.579102
2.08e+06,0.57959
2.08e+06,0.580078
2.08e+06,0.580566
2.08e+06,0.581055
2.08e+06,0.581543
2.08e+06,0.582031
2.08e+06,0.58252
2.08e+06,0.583008
2.08e+06,0.583496
2.08e+06,0.583984
2.08e+06,0.584473
2.08e+06,0.584961
2.08e+06,0.585449
2.08e+06,0.585938
2.08e+06,0.586426
2.08e+06,0.586914
2.08e+06,0.587402
2.08e+06,0.587891
2.08e+06,0.588379
2.08e+06,0.588867
2.08e+06,0.589355
2.08e+06,0.589844
2.08e+06,0.590332
2.08e+06,0.59082
2.08e+06,0.591309
2.08e+06,0.591797
2.08e+06,0.592285
2.08e+06,0.592773
2.08e+06,0.593262
2.08e+06,0.59375
2.08e+06,0.594238
2.08e+06,0.594727
2.08e+06,0.595215
2.08e+06,0.595703
2.08e+06,0.596191
2.08e+06,0.59668
2.08e+06,0.597168
2.08e+06,0.597656
2.08e+06,0.598145
2.08e+06,0.598633
2.08e+06,0.599121
2.08e+06,0.599609
2.08e+06,0.600098
2.08e+06,0.600586
2.08e+06,0.601074
2.08e+06,0.601562
2.08e+06,0.602051
2.08e+06,0.602539
2.08e+06,0.603027
2.08e+06,0.603516
2.08e+06,0.604004
2.08e+06,0.604492
2.08e+06,0.60498
2.08e+06,0.605469
2.08e+06,0.605957
2.08e+06,0.606445
2.08e+06,0.606934
2.08e+06,0.607422
2.08e+06,0.60791
2.08e+06,0.608398
2.08e+06,0.608887
2.08e+06,0.609375
2.08e+06,0.609863
2.08e+06,0.610352
2.08e+06,0.61084
2.08e+06,0.611328
2.08e+06,0.611816
2.1e+06,0.612305
2.1e+06,0.612793
2.1e+06,0.613281
2.1e+06,0.61377
2.1e+06,0.614258
2.1e+06,0.614746
2.1e+06,0.615234
2.1e+06,0.615723
2.1e+06,0.616211
2.1e+06,0.616699
2.1e+06,0.617188
2.1e+06,0.617676
2.1e+06,0.618164
2.1e+06,0.618652
2.1e+06,0.619141
2.1e+06,0.619629
2.1e+06,0.620117
2.1e+06,0.620605
2.1e+06,0.621094
2.1e+06,0.621582
2.1e+06,0.62207
2.1e+06,0.622559
2.1e+06,0.623047
2.1e+06,0.623535
2.1e+06,0.624023
2.1e+06,0.624512
2.1e+06,0.625
2.1e+06,0.625488
2.1e+06,0.625977
2.1e+06,0.626465
2.1e+06,0.626953
2.1e+06,0.627441
2.1e+06,0.62793
2.1e+06,0.628418
2.1e+06,0.628906
2.1e+06,0.629395
2.1e+06,0.629883
2.1e+06,0.630371
2.1e+06,0.630859
2.1e+06,0.631348
2.1e+06,0.631836
2.1e+06,0.632324
2.1e+06,0.632812
2.1e+06,0.633301
2.1e+06,0.633789
2.1e+06,0.634277
2.1e+06,0.634766
2.1e+06,0.635254
2.1e+06,0.635742
2.1e+06,0.63623
2.1e+06,0.636719
2.1e+06,0.637207
2.1e+06,0.637695
2.1e+06,0.638184
2.1e+06,0.638672
2.1e+06,0.63916
2.1e+06,0.639648
2.1e+06,0.640137
2.1e+06,0.640625
2.1e+06,0.641113
2.1e+06,0.641602
2.1e+06,0.64209
2.1e+06,0.642578
2.1e+06,0.643066
2.1e+06,0.643555
2.1e+06,0.644043
2.1e+06,0.644531
2.1e+06,0.64502
2.1e+06,0.645508
2.1e+06,0.645996
2.1e+06,0.646484
2.1e+06,0.646973
2.1e+06,0.647461
2.1e+06,0.647949
2.1e+06,0.648438
2.1e+06,0.648926
2.1e+06,0.649414
2.1e+06,0.649902
2.1e+06,0.650391
2.1e+06,0.650879
2.1e+06,0.651367
2.1e+06,0.651855
2.1e+06,0.652344
2.1e+06,0.652832
2.1e+06,0.65332
2.1e+06,0.653809
2.1e+06,0.654297
2.1e+06,0.654785
2.1e+06,0.655273
2.1e+06,0.655762
2.1e+06,0.65625
2.1e+06,0.656738
2.1e+06,0.657227
2.1e+06,0.657715
2.1e+06,0.658203
2.1e+06,0.658691
2.1e+06,0.65918
2.1e+06,0.659668
2.1e+06,0.660156
2.1e+06,0.660645
2.1e+06,0.661133
2.1e+06,0.661621
2.1e+06,0.662109
2.1e+06,0.662598
2.1e+06,0.663086
2.1e+06,0.663574
2.1e+06,0.664062
2.1e+06,0.664551
2.1e+06,0.665039
2.1e+06,0.665527
2.1e+06,0.666016
2.1e+06,0.666504
2.1e+06,0.666992
2.1e+06,0.66748
2.1e+06,0.667969
2.1e+06,0.668457
2.1e+06,0.668945
2.1e+06,0.669434
2.1e+06,0.669922
2.1e+06,0.67041
2.1e+06,0.670898
2.1e+06,0.671387
2.1e+06,0.671875
2.1e+06,0.672363
2.1e+06,0.672852
2.1e+06,0.67334
2.1e+06,0.673828
2.1e+06,0.674316
2.1e+06,0.674805
2.1e+06,0.675293
2.1e+06,0.675781
2.1e+06,0.67627
2.1e+06,0.676758
2.1e+06,0.677246
2.1e+06,0.677734
2.1e+06,0.678223
2.1e+06,0.678711
2.1e+06,0.679199
2.1e+06,0.679688
2.1e+06,0.680176
2.1e+06,0.680664
2.1e+06,0.681152
2.1e+06,0.681641
2.1e+06,0.682129
2.1e+06,0.682617
2.1e+06,0.683105
2.1e+06,0.683594
2.1e+06,0.684082
2.1e+06,0.68457
2.1e+06,0.685059
2.1e+06,0.685547
2.1e+06,0.686035
2.1e+06,0.686523
2.1e+06,0.687012
2.1e+06,0.6875
2.1e+06,0.687988
2.1e+06,0.688477
2.1e+06,0.688965
2.1e+06,0.689453
2.1e+06,0.689941
2.1e+06,0.69043
2.1e+06,0.690918
2.1e+06,0.691406
2.1e+06,0.691895
2.1e+06,0.692383
2.1e+06,0.692871
2.1e+06,0.693359
2.1e+06,0.693848
2.1e+06,0.694336
2.1e+06,0.694824
2.1e+06,0.695312
2.1e+06,0.695801
2.1e+06,0.696289
2.1e+06,0.696777
2.1e+06,0.697266
2.1e+06,0.697754
2.1e+06,0.698242
2.1e+06,0.69873
2.1e+06,0.699219
2.1e+06,0.699707
2.1e+06,0.700195
2.1e+06,0.700684
2.1e+06,0.701172
2.1e+06,0.70166
2.1e+06,0.702148
2.1e+06,0.702637
2.1e+06,0.703125
2.1e+06,0.703613
2.1e+06,0.704102
2.1e+06,0.70459
2.1e+06,0.705078
2.1e+06,0.705566
2.1e+06,0.706055
2.1e+06,0.706543
2.1e+06,0.707031
2.1e+06,0.70752
2.1e+06,0.708008
2.1e+06,0.708496
2.1e+06,0.708984
2.1e+06,0.709473
2.1e+06,0.709961
2.1e+06,0.710449
2.1e+06,0.710938
2.1e+06,0.711426
2.1e+06,0.711914
2.1e+06,0.712402
2.1e+06,0.712891
2.1e+06,0.713379
2.1e+06,0.713867
2.1e+06,0.714355
2.1e+06,0.714844
2.1e+06,0.715332
2.1e+06,0.71582
2.102e+06,0.716309
2.12e+06,0.716797
2.12e+06,0.717285
2.12e+06,0.717773
2.12e+06,0.718262
2.12e+06,0.71875
2.12e+06,0.719238
2.12e+06,0.719727
2.12e+06,0.720215
2.12e+06,0.720703
2.12e+06,0.721191
2.12e+06,0.72168
2.12e+06,0.722168
2.12e+06,0.722656
2.12e+06,0.723145
2.12e+06,0.723633
2.12e+06,0.724121
2.12e+06,0.724609
2.12e+06,0.725098
2.12e+06,0.725586
2.12e+06,0.726074
2.12e+06,0.726562
2.12e+06,0.727051
2.12e+06,0.727539
2.12e+06,0.728027
2.12e+06,0.728516
2.12e+06,0.729004
2.12e+06,0.729492
2.12e+06,0.72998
2.12e+06,0.730469
2.12e+06,0.730957
2.12e+06,0.731445
2.12e+06,0.731934
2.12e+06,0.732422
2.12e+06,0.73291
2.12e+06,0.733398
2.12e+06,0.733887
2.12e+06,0.734375
2.12e+06,0.734863
2.12e+06,0.735352
2.12e+06,0.73584
2.12e+06,0.736328
2.12e+06,0.736816
2.12e+06,0.737305
2.12e+06,0.737793
2.12e+06,0.738281
2.12e+06,0.73877
2.12e+06,0.739258
2.12e+06,0.739746
2.12e+06,0.740234
2.12e+06,0.740723
2.12e+06,0.741211
2.12e+06,0.741699
2.12e+06,0.742188
2.12e+06,0.742676
2.12e+06,0.743164
2.12e+06,0.743652
2.12e+06,0.744141
2.12e+06,0.744629
2.12e+06,0.745117
2.12e+06,0.745605
2.12e+06,0.746094
2.12e+06,0.746582
2.12e+06,0.74707
2.12e+06,0.747559
2.12e+06,0.748047
2.12e+06,0.748535
2.12e+06,0.749023
2.12e+06,0.749512
2.12e+06,0.75
2.12e+06,0.750488
2.12e+06,0.750977
2.12e+06,0.751465
2.12e+06,0.751953
2.12e+06,0.752441
2.12e+06,0.75293
2.12e+06,0.753418
2.12e+06,0.753906
2.12e+06,0.754395
2.12e+06,0.754883
2.12e+06,0.755371
2.12e+06,0.755859
2.12e+06,0.756348
2.12e+06,0.756836
2.12e+06,0.757324
2.12e+06,0.757812
2.12e+06,0.758301
2.12e+06,0.758789
2.12e+06,0.759277
2.12e+06,0.759766
2.12e+06,0.760254
2.12e+06,0.760742
2.12e+06,0.76123
2.12e+06,0.761719
2.12e+06,0.762207
2.12e+06,0.762695
2.12e+06,0.763184
2.12e+06,0.763672
2.12e+06,0.76416
2.12e+06,0.764648
2.12e+06,0.765137
2.12e+06,0.765625
2.12e+06,0.766113
2.12e+06,0.766602
2.12e+06,0.76709
2.12e+06,0.767578
2.12e+06,0.768066
2.12e+06,0.768555
2.12e+06,0.769043
2.12e+06,0.769531
2.12e+06,0.77002
2.12e+06,0.770508
2.12e+06,0.770996
2.12e+06,0.771484
2.12e+06,0.771973
2.12e+06,0.772461
2.12e+06,0.772949
2.12e+06,0.773438
2.12e+06,0.773926
2.12e+06,0.774414
2.12e+06,0.774902
2.12e+06,0.775391
2.12e+06,0.775879
2.12e+06,0.776367
2.12e+06,0.776855
2.12e+06,0.777344
2.12e+06,0.777832
2.12e+06,0.77832
2.12e+06,0.778809
2.12e+06,0.779297
2.12e+06,0.779785
2.12e+06,0.780273
2.12e+06,0.780762
2.12e+06,0.78125
2.12e+06,0.781738
2.12e+06,0.782227
2.12e+06,0.782715
2.12e+06,0.783203
2.12e+06,0.783691
2.12e+06,0.78418
2.12e+06,0.784668
2.12e+06,0.785156
2.12e+06,0.785645
2.12e+06,0.786133
2.12e+06,0.786621
2.12e+06,0.787109
2.12e+06,0.787598
2.12e+06,0.788086
2.12e+06,0.788574
2.12e+06,0.789062
2.12e+06,0.789551
2.12e+06,0.790039
2.12e+06,0.790527
2.12e+06,0.791016
2.12e+06,0.791504
2.12e+06,0.791992
2.12e+06,0.79248
2.12e+06,0.792969
2.12e+06,0.793457
2.12e+06,0.793945
2.12e+06,0.794434
2.12e+06,0.794922
2.12e+06,0.79541
2.12e+06,0.795898
2.12e+06,0.796387
2.12e+06,0.796875
2.12e+06,0.797363
2.12e+06,0.797852
2.12e+06,0.79834
2.12e+06,0.798828
2.12e+06,0.799316
2.12e+06,0.799805
2.12e+06,0.800293
2.12e+06,0.800781
2.12e+06,0.80127
2.12e+06,0.801758
2.12e+06,0.802246
2.12e+06,0.802734
2.12e+06,0.803223
2.12e+06,0.803711
2.12e+06,0.804199
2.12e+06,0.804688
2.12e+06,0.805176
2.12e+06,0.805664
2.12e+06,0.806152
2.14e+06,0.806641
2.14e+06,0.807129
2.14e+06,0.807617
2.14e+06,0.808105
2.14e+06,0.808594
2.14e+06,0.809082
2.14e+06,0.80957
2.14e+06,0.810059
2.14e+06,0.810547
2.14e+06,0.811035
2.14e+06,0.811523
2.14e+06,0.812012
2.14e+06,0.8125
2.14e+06,0.812988
2.14e+06,0.813477
2.14e+06,0.813965
2.14e+06,0.814453
2.14e+06,0.814941
2.14e+06,0.81543
2.14e+06,0.815918
2.14e+06,0.816406
2.14e+06,0.816895
2.14e+06,0.817383
2.14e+06,0.817871
2.14e+06,0.818359
2.14e+06,0.818848
2.14e+06,0.819336
2.14e+06,0.819824
2.14e+06,0.820312
2.14e+06,0.820801
2.14e+06,0.821289
2.14e+06,0.821777
2.14e+06,0.822266
2.14e+06,0.822754
2.14e+06,0.823242
2.14e+06,0.82373
2.14e+06,0.824219
2.14e+06,0.824707
2.14e+06,0.825195
2.14e+06,0.825684
2.14e+06,0.826172
2.14e+06,0.82666
2.14e+06,0.827148
2.14e+06,0.827637
2.14e+06,0.828125
2.14e+06,0.828613
2.14e+06,0.829102
2.14e+06,0.82959
2.14e+06,0.830078
2.14e+06,0.830566
2.14e+06,0.831055
2.14e+06,0.831543
2.14e+06,0.832031
2.14e+06,0.83252
2.14e+06,0.833008
2.14e+06,0.833496
2.14e+06,0.833984
2.14e+06,0.834473
2.14e+06,0.834961
2.14e+06,0.835449
2.14e+06,0.835938
2.14e+06,0.836426
2.14e+06,0.836914
2.14e+06,0.837402
2.14e+06,0.837891
2.14e+06,0.838379
2.14e+06,0.838867
2.14e+06,0.839355
2.14e+06,0.839844
2.14e+06,0.840332
2.14e+06,0.84082
2.14e+06,0.841309
2.14e+06,0.841797
2.14e+06,0.842285
2.14e+06,0.842773
2.14e+06,0.843262
2.14e+06,0.84375
2.14e+06,0.844238
2.14e+06,0.844727
2.14e+06,0.845215
2.14e+06,0.845703
2.14e+06,0.846191
2.14e+06,0.84668
2.14e+06,0.847168
2.14e+06,0.847656
2.14e+06,0.848145
2.14e+06,0.848633
2.14e+06,0.849121
2.14e+06,0.849609
2.14e+06,0.850098
2.14e+06,0.850586
2.14e+06,0.851074
2.14e+06,0.851562
2.14e+06,0.852051
2.14e+06,0.852539
2.14e+06,0.853027
2.14e+06,0.853516
2.14e+06,0.854004
2.14e+06,0.854492
2.14e+06,0.85498
2.14e+06,0.855469
2.14e+06,0.855957
2.14e+06,0.856445
2.14e+06,0.856934
2.14e+06,0.857422
2.14e+06,0.85791
2.14e+06,0.858398
2.14e+06,0.858887
2.14e+06,0.859375
2.14e+06,0.859863
2.14e+06,0.860352
2.14e+06,0.86084
2.14e+06,0.861328
2.14e+06,0.861816
2.14e+06,0.862305
2.14e+06,0.862793
2.14e+06,0.863281
2.14e+06,0.86377
2.14e+06,0.864258
2.14e+06,0.864746
2.14e+06,0.865234
2.14e+06,0.865723
2.14e+06,0.866211
2.14e+06,0.866699
2.14e+06,0.867188
2.14e+06,0.867676
2.14e+06,0.868164
2.14e+06,0.868652
2.14e+06,0.869141
2.14e+06,0.869629
2.14e+06,0.870117
2.14e+06,0.870605
2.14e+06,0.871094
2.14e+06,0.871582
2.14e+06,0.87207
2.14e+06,0.872559
2.14e+06,0.873047
2.14e+06,0.873535
2.14e+06,0.874023
2.14e+06,0.874512
2.14e+06,0.875
2.14e+06,0.875488
2.14e+06,0.875977
2.14e+06,0.876465
2.14e+06,0.876953
2.14e+06,0.877441
2.14e+06,0.87793
2.14e+06,0.878418
2.14e+06,0.878906
2.14e+06,0.879395
2.16e+06,0.879883
2.16e+06,0.880371
2.16e+06,0.880859
2.16e+06,0.881348
2.16e+06,0.881836
2.16e+06,0.882324
2.16e+06,0.882812
2.16e+06,0.883301
2.16e+06,0.883789
2.16e+06,0.884277
2.16e+06,0.884766
2.16e+06,0.885254
2.16e+06,0.885742
2.16e+06,0.88623
2.16e+06,0.886719
2.16e+06,0.887207
2.16e+06,0.887695
2.16e+06,0.888184
2.16e+06,0.888672
2.16e+06,0.88916
2.16e+06,0.889648
2.16e+06,0.890137
2.16e+06,0.890625
2.16e+06,0.891113
2.16e+06,0.891602
2.16e+06,0.89209
2.16e+06,0.892578
2.16e+06,0.893066
2.16e+06,0.893555
2.16e+06,0.894043
2.16e+06,0.894531
2.16e+06,0.89502
2.16e+06,0.895508
2.16e+06,0.895996
2.16e+06,0.896484
2.16e+06,0.896973
2.16e+06,0.897461
2.16e+06,0.897949
2.16e+06,0.898438
2.16e+06,0.898926
2.16e+06,0.899414
2.16e+06,0.899902
2.16e+06,0.900391
2.16e+06,0.900879
2.16e+06,0.901367
2.16e+06,0.901855
2.16e+06,0.902344
2.16e+06,0.902832
2.16e+06,0.90332
2.16e+06,0.903809
2.16e+06,0.904297
2.16e+06,0.904785
2.16e+06,0.905273
2.16e+06,0.905762
2.16e+06,0.90625
2.16e+06,0.906738
2.16e+06,0.907227
2.16e+06,0.907715
2.16e+06,0.908203
2.16e+06,0.908691
2.16e+06,0.90918
2.16e+06,0.909668
2.16e+06,0.910156
2.16e+06,0.910645
2.16e+06,0.911133
2.16e+06,0.911621
2.16e+06,0.912109
2.16e+06,0.912598
2.16e+06,0.913086
2.16e+06,0.913574
2.16e+06,0.914062
2.16e+06,0.914551
2.16e+06,0.915039
2.16e+06,0.915527
2.16e+06,0.916016
2.16e+06,0.916504
2.16e+06,0.916992
2.16e+06,0.91748
2.16e+06,0.917969
2.16e+06,0.918457
2.16e+06,0.918945
2.16e+06,0.919434
2.16e+06,0.919922
2.16e+06,0.92041
2.16e+06,0.920898
2.16e+06,0.921387
2.16e+06,0.921875
2.16e+06,0.922363
2.16e+06,0.922852
2.16e+06,0.92334
2.16e+06,0.923828
2.16e+06,0.924316
2.16e+06,0.924805
2.16e+06,0.925293
2.16e+06,0.925781
2.16e+06,0.92627
2.16e+06,0.926758
2.16e+06,0.927246
2.16e+06,0.927734
2.16e+06,0.928223
2.16e+06,0.928711
2.16e+06,0.929199
2.16e+06,0.929688
2.16e+06,0.930176
2.16e+06,0.930664
2.16e+06,0.931152
2.16e+06,0.931641
2.16e+06,0.932129
2.16e+06,0.932617
2.16e+06,0.933105
2.16e+06,0.933594
2.16e+06,0.934082
2.16e+06,0.93457
2.16e+06,0.935059
2.16e+06,0.935547
2.16e+06,0.936035
2.16e+06,0.936523
2.16e+06,0.937012
2.16e+06,0.9375
2.16e+06,0.937988
2.16e+06,0.938477
2.16e+06,0.938965
2.18e+06,0.939453
2.18e+06,0.939941
2.18e+06,0.94043
2.18e+06,0.940918
2.18e+06,0.941406
2.18e+06,0.941895
2.18e+06,0.942383
2.18e+06,0.942871
2.18e+06,0.943359
2.18e+06,0.943848
2.18e+06,0.944336
2.18e+06,0.944824
2.18e+06,0.945312
2.18e+06,0.945801
2.18e+06,0.946289
2.18e+06,0.946777
2.18e+06,0.947266
2.18e+06,0.947754
2.18e+06,0.948242
2.18e+06,0.94873
2.18e+06,0.949219
2.18e+06,0.949707
2.18e+06,0.950195
2.18e+06,0.950684
2.18e+06,0.951172
2.18e+06,0.95166
2.18e+06,0.952148
2.18e+06,0.952637
2.18e+06,0.953125
2.18e+06,0.953613
2.18e+06,0.954102
2.18e+06,0.95459
2.18e+06,0.955078
2.18e+06,0.955566
2.18e+06,0.956055
2.18e+06,0.956543
2.18e+06,0.957031
2.18e+06,0.95752
2.18e+06,0.958008
2.18e+06,0.958496
2.18e+06,0.958984
2.18e+06,0.959473
2.18e+06,0.959961
2.18e+06,0.960449
2.18e+06,0.960938
2.18e+06,0.961426
2.18e+06,0.961914
2.18e+06,0.962402
2.18e+06,0.962891
2.18e+06,0.963379
2.18e+06,0.963867
2.18e+06,0.964355
2.18e+06,0.964844
2.18e+06,0.965332
2.18e+06,0.96582
2.18e+06,0.966309
2.18e+06,0.966797
2.18e+06,0.967285
2.18e+06,0.967773
2.18e+06,0.968262
2.18e+06,0.96875
2.18e+06,0.969238
2.18e+06,0.969727
2.18e+06,0.970215
2.18e+06,0.970703
2.18e+06,0.971191
2.18e+06,0.97168
2.18e+06,0.972168
2.18e+06,0.972656
2.18e+06,0.973145
2.18e+06,0.973633
2.18e+06,0.974121
2.18e+06,0.974609
2.18e+06,0.975098
2.18e+06,0.975586
2.18e+06,0.976074
2.18e+06,0.976562
2.18e+06,0.977051
2.18e+06,0.977539
2.18e+06,0.978027
2.18e+06,0.978516
2.18e+06,0.979004
2.18e+06,0.979492
2.18e+06,0.97998
2.18e+06,0.980469
2.18e+06,0.980957
2.18e+06,0.981445
2.18e+06,0.981934
2.18e+06,0.982422
2.18e+06,0.98291
2.18e+06,0.983398
2.18e+06,0.983887
2.18e+06,0.984375
2.18e+06,0.984863
2.18e+06,0.985352
2.18e+06,0.98584
2.18e+06,0.986328
2.18e+06,0.986816
2.18e+06,0.987305
2.18e+06,0.987793
2.18e+06,0.988281
2.18e+06,0.98877
2.18e+06,0.989258
2.18e+06,0.989746
2.18e+06,0.990234
2.18e+06,0.990723
2.18e+06,0.991211
2.18e+06,0.991699
2.18e+06,0.992188
2.18e+06,0.992676
2.18e+06,0.993164
2.18e+06,0.993652
2.18e+06,0.994141
2.18e+06,0.994629
2.18e+06,0.995117
2.18e+06,0.995605
2.18e+06,0.996094
2.18e+06,0.996582
2.18e+06,0.99707
2.18e+06,0.997559
2.18e+06,0.998047
2.617e+06,0.998535
3.153e+06,0.999023
3.847e+06,0.999512
4.064e+06,1
